PassengerId,Age,Fare,Parch,SibSp,female,male,Pclass1,Pclass1,Pclass3,Embarked_C,Embarked_Q,Embarked_S,Survived
705,-0.281162574629,-0.491573528793,0,1,0,1,0,0,1,0,0,1,0
706,0.703783609954,-0.140742464891,0,0,0,1,0,1,0,0,0,1,0
707,1.15837415668,-0.382417579726,0,0,1,0,0,1,0,0,0,1,1
708,0.93107888332,-0.13518393725,0,0,0,1,1,0,0,0,0,1,1
709,-0.584222939116,2.28664238852,0,0,1,0,1,0,0,0,0,1,1
710,-1.79646439707,-0.348664266488,1,1,0,1,0,0,1,1,0,0,1
711,-0.432692756873,0.313687953838,0,0,1,0,1,0,0,1,0,0,1
712,0.93107888332,-0.130108759838,0,0,0,1,1,0,0,0,0,1,0
713,1.38566943005,0.361941773967,0,1,0,1,1,0,0,0,0,1,1
714,-0.0538673012638,-0.460076494427,0,0,0,1,0,0,1,0,0,1,0
715,1.68872979454,-0.392084584319,0,0,0,1,0,1,0,0,0,1,0
716,-0.811518212482,-0.495521533469,0,0,0,1,0,0,1,0,0,1,0
717,0.628018518832,3.75554373648,0,0,1,0,1,0,0,1,0,0,1
718,-0.205397483507,-0.440419607287,0,0,1,0,0,1,0,0,0,1,1
719,-0.129632392386,-0.343749561352,0,0,0,1,0,0,1,0,1,0,0
720,0.249193063223,-0.493104782321,0,0,0,1,0,0,1,0,0,1,0
721,-1.79646439707,-0.00540440058295,1,0,1,0,0,1,0,0,0,1,1
722,-0.963048394725,-0.507040736143,0,1,0,1,0,0,1,0,0,1,0
723,0.324958154345,-0.392084584319,0,0,0,1,0,1,0,0,0,1,0
724,1.53719961229,-0.392084584319,0,0,0,1,0,1,0,0,0,1,0
725,-0.205397483507,0.383209184072,0,1,0,1,1,0,0,0,0,1,1
726,-0.73575312136,-0.475945849167,0,0,0,1,0,0,1,0,0,1,0
727,0.021897789858,-0.237412510825,0,3,1,0,0,1,0,0,0,1,1
728,-0.281162574629,-0.493829807665,0,0,1,0,0,0,1,0,1,0,1
729,-0.356927665751,-0.140742464891,0,1,0,1,0,1,0,0,0,1,0
730,-0.356927665751,-0.490204680943,0,1,1,0,0,0,1,0,0,1,0
731,-0.0538673012638,3.44257446277,0,0,1,0,1,0,0,0,0,1,1
732,-1.41763894146,-0.280189006151,0,0,0,1,0,0,1,1,0,0,0
733,0.249193063223,-0.643426703748,0,0,0,1,0,1,0,0,0,1,0
734,-0.508457847995,-0.392084584319,0,0,0,1,0,1,0,0,0,1,0
735,-0.508457847995,-0.392084584319,0,0,0,1,0,1,0,0,0,1,0
736,-0.0917498468247,-0.33214915584,0,0,0,1,0,0,1,0,0,1,0
737,1.38566943005,0.0211798620489,3,1,1,0,0,0,1,0,0,1,0
738,0.400723245467,9.26195075573,0,0,0,1,1,0,0,1,0,0,1
739,-0.129632392386,-0.490769234011,0,0,0,1,0,0,1,0,0,1,0
740,-0.129632392386,-0.490769234011,0,0,0,1,0,0,1,0,0,1,0
741,0.93107888332,-0.0634064281434,0,0,0,1,1,0,0,0,0,1,1
742,0.476488336589,0.881059920633,0,1,0,1,1,0,0,0,0,1,0
743,-0.659988030238,4.42933395665,2,2,1,0,1,0,0,1,0,0,1
744,-0.432692756873,-0.33214915584,0,1,0,1,0,0,1,0,0,1,0
745,0.0976628809798,-0.490204680943,0,0,0,1,0,0,1,0,0,1,1
746,3.05250143473,0.729287948516,1,1,0,1,1,0,0,0,0,1,0
747,-1.03881348585,-0.251913017715,1,1,0,1,0,0,1,0,0,1,0
748,0.021897789858,-0.392084584319,0,0,1,0,0,1,0,0,0,1,1
749,-0.811518212482,0.383209184072,0,1,0,1,1,0,0,0,0,1,0
750,0.0976628809798,-0.49358813255,0,0,0,1,0,0,1,0,1,0,0
751,-1.94799457931,-0.198744492451,1,1,1,0,0,1,0,0,0,1,1
752,-1.79646439707,-0.402234939143,1,0,0,1,0,0,1,0,0,1,1
753,0.249193063223,-0.459753616473,0,0,0,1,0,0,1,0,0,1,0
754,-0.508457847995,-0.490769234011,0,0,0,1,0,0,1,0,0,1,0
755,1.38566943005,0.613283893395,2,1,1,0,0,1,0,0,0,1,1
756,-2.20029233274,-0.363083570539,1,1,0,1,0,1,0,0,0,1,1
757,-0.129632392386,-0.49270263493,0,0,0,1,0,0,1,0,0,1,0
758,-0.887283303604,-0.4210855981,0,0,0,1,0,1,0,0,0,1,0
759,0.324958154345,-0.487787929794,0,0,0,1,0,0,1,0,0,1,0
760,0.249193063223,1.02896509091,0,0,1,0,1,0,0,0,0,1,1
761,-0.129632392386,-0.363083570539,0,0,0,1,0,0,1,0,0,1,0
762,0.855313792198,-0.505671888292,0,0,0,1,0,0,1,0,0,1,0
763,-0.73575312136,-0.503657284535,0,0,0,1,0,0,1,1,0,0,1
764,0.476488336589,1.67665439867,2,1,1,0,1,0,0,0,0,1,1
765,-1.03881348585,-0.493104782321,0,0,0,1,0,0,1,0,0,1,0
766,1.61296470342,0.863819784641,0,1,1,0,1,0,0,0,0,1,1
767,0.93107888332,0.12220006005,0,0,0,1,1,0,0,1,0,0,0
768,0.0597803354189,-0.49358813255,0,0,1,0,0,0,1,0,1,0,0
769,-0.129632392386,-0.176510381886,0,1,0,1,0,0,1,0,1,0,0
770,0.173427972102,-0.481746051923,0,0,0,1,0,0,1,0,0,1,0
771,-0.432692756873,-0.459753616473,0,0,0,1,0,0,1,0,0,1,0
772,1.38566943005,-0.491573528793,0,0,0,1,0,0,1,0,0,1,0
773,2.06755525015,-0.440419607287,0,0,1,0,0,1,0,0,0,1,0
774,-0.129632392386,-0.503738487373,0,0,0,1,0,0,1,1,0,0,0
775,1.84025997678,-0.198744492451,3,1,1,0,0,1,0,0,0,1,1
776,-0.887283303604,-0.49358813255,0,0,0,1,0,0,1,0,0,1,0
777,-0.129632392386,-0.49358813255,0,0,0,1,0,0,1,0,1,0,0
778,-1.87222948819,-0.402234939143,0,0,1,0,0,0,1,0,0,1,1
779,-0.129632392386,-0.493829807665,0,0,0,1,0,0,1,0,1,0,0
780,1.00684397444,3.44257446277,1,0,1,0,1,0,0,0,0,1,1
781,-1.26610875921,-0.503657284535,0,0,1,0,0,0,1,1,0,0,1
782,-0.963048394725,0.458611819901,0,1,1,0,1,0,0,0,0,1,1
783,-0.0538673012638,-0.0634064281434,0,0,0,1,1,0,0,0,0,1,0
784,-0.129632392386,-0.190044188317,2,1,0,1,0,0,1,0,0,1,0
785,-0.356927665751,-0.507121938981,0,0,0,1,0,0,1,0,0,1,0
786,-0.356927665751,-0.503255137144,0,0,0,1,0,0,1,0,0,1,0
787,-0.887283303604,-0.498502837686,0,0,1,0,0,0,1,0,0,1,1
788,-1.64493421482,-0.0803236861819,1,4,0,1,0,0,1,0,1,0,0
789,-2.17528985267,-0.245629464729,2,1,0,1,0,0,1,0,0,1,1
790,1.23413924781,0.887826823848,0,0,0,1,1,0,0,1,0,0,0
791,-0.129632392386,-0.49358813255,0,0,0,1,0,0,1,0,1,0,0
792,-1.03881348585,-0.140742464891,0,0,0,1,0,1,0,0,0,1,0
793,-0.281162574629,0.701253635196,2,8,1,0,0,0,1,0,0,1,0
794,0.93107888332,-0.0499538245512,0,0,0,1,1,0,0,1,0,0,0
795,-0.356927665751,-0.490769234011,0,0,0,1,0,0,1,0,0,1,0
796,0.703783609954,-0.392084584319,0,0,0,1,0,1,0,0,0,1,0
797,1.46143452117,-0.142111312741,0,0,1,0,1,0,0,0,0,1,1
798,0.0976628809798,-0.475543701776,0,0,1,0,0,0,1,0,0,1,1
799,0.021897789858,-0.503657284535,0,0,0,1,0,0,1,1,0,0,0
800,0.021897789858,-0.176510381886,1,1,1,0,0,0,1,0,0,1,0
801,0.324958154345,-0.392084584319,0,0,0,1,0,1,0,0,0,1,0
802,0.0976628809798,-0.135908962594,1,1,1,0,0,1,0,0,0,1,1
803,-1.41763894146,1.67665439867,2,1,0,1,1,0,0,0,0,1,1
804,-2.21923360552,-0.478764747707,1,0,0,1,0,0,1,1,0,0,1
805,-0.205397483507,-0.50857198967,0,0,0,1,0,0,1,0,0,1,1
806,0.0976628809798,-0.493104782321,0,0,0,1,0,0,1,0,0,1,0
807,0.703783609954,-0.643426703748,0,0,0,1,1,0,0,0,0,1,0
808,-0.887283303604,-0.493104782321,0,0,1,0,0,0,1,0,0,1,0
809,0.703783609954,-0.392084584319,0,0,0,1,0,1,0,0,0,1,0
810,0.249193063223,0.383209184072,0,1,1,0,1,0,0,0,0,1,1
811,-0.281162574629,-0.490929706287,0,0,0,1,0,0,1,0,0,1,0
812,0.703783609954,-0.176510381886,0,0,0,1,0,0,1,0,0,1,0
813,0.400723245467,-0.440419607287,0,0,0,1,0,1,0,0,0,1,0
814,-1.79646439707,-0.0387555664302,2,4,1,0,0,0,1,0,0,1,0
815,0.0597803354189,-0.487787929794,0,0,0,1,0,0,1,0,0,1,0
816,0.93107888332,-0.643426703748,0,0,0,1,1,0,0,0,0,1,0
817,-0.508457847995,-0.490204680943,0,0,1,0,0,0,1,0,0,1,0
818,0.0976628809798,0.0720128390029,1,1,0,1,0,1,0,1,0,0,0
819,1.00684397444,-0.518722344493,0,0,0,1,0,0,1,0,0,1,0
820,-1.49340403258,-0.104007847436,2,3,0,1,0,0,1,0,0,1,0
821,1.68872979454,1.16430315522,1,1,1,0,1,0,0,0,0,1,1
822,-0.205397483507,-0.475945849167,0,0,0,1,0,0,1,0,0,1,1
823,0.628018518832,-0.643426703748,0,0,0,1,1,0,0,0,0,1,0
824,-0.205397483507,-0.402234939143,1,0,1,0,0,0,1,0,0,1,1
825,-2.09952476155,0.123891785854,1,4,0,1,0,0,1,0,0,1,0
826,-0.129632392386,-0.5090553399,0,0,0,1,0,0,1,0,1,0,0
827,-0.129632392386,0.448863612469,0,0,0,1,0,0,1,0,0,1,0
828,-2.17528985267,0.0720128390029,2,0,0,1,0,1,0,1,0,0,1
829,-0.129632392386,-0.49358813255,0,0,0,1,0,0,1,0,1,0,1
830,2.44638070576,0.903294031198,0,0,1,0,1,0,0,0,0,1,1
831,-1.11457857697,-0.36396906816,0,1,1,0,0,0,1,1,0,0,1
832,-2.18816991816,-0.280914031495,1,1,0,1,0,1,0,0,0,1,1
833,-0.129632392386,-0.503657284535,0,0,0,1,0,0,1,1,0,0,0
834,-0.508457847995,-0.491573528793,0,0,0,1,0,0,1,0,0,1,0
835,-0.887283303604,-0.482954427498,0,0,0,1,0,0,1,0,0,1,0
836,0.703783609954,0.964356632413,1,1,1,0,1,0,0,1,0,0,1
837,-0.659988030238,-0.475945849167,0,0,0,1,0,0,1,0,0,1,0
838,-0.129632392386,-0.487787929794,0,0,0,1,0,0,1,0,0,1,0
839,0.173427972102,0.448863612469,0,0,0,1,0,0,1,0,0,1,1
840,0.93107888332,-0.0692066308995,0,0,0,1,1,0,0,1,0,0,1
841,-0.73575312136,-0.490204680943,0,0,0,1,0,0,1,0,0,1,0
842,-1.03881348585,-0.440419607287,0,0,0,1,0,1,0,0,0,1,0
843,0.021897789858,-0.0440724189566,0,0,1,0,1,0,0,1,0,0,1
844,0.362840699906,-0.518964019608,0,0,0,1,0,0,1,1,0,0,0
845,-0.963048394725,-0.475945849167,0,0,0,1,0,0,1,0,0,1,0
846,0.93107888332,-0.497454934388,0,0,0,1,0,0,1,0,0,1,0
847,-0.129632392386,0.701253635196,2,8,0,1,0,0,1,0,0,1,0
848,0.400723245467,-0.490769234011,0,0,0,1,0,0,1,1,0,0,0
849,-0.129632392386,-0.00540440058295,1,0,0,1,0,1,0,0,0,1,0
850,0.628018518832,1.07931471764,0,1,1,0,1,0,0,1,0,0,1
851,-1.94799457931,-0.0387555664302,2,4,0,1,0,0,1,0,0,1,0
852,3.35556179922,-0.493104782321,0,0,0,1,0,0,1,0,0,1,0
853,-1.5691691237,-0.348664266488,1,1,1,0,0,0,1,1,0,0,0
854,-1.03881348585,0.118333258213,1,0,1,0,1,0,0,0,0,1,1
855,1.08260906556,-0.140742464891,0,1,1,0,0,1,0,0,0,1,0
856,-0.887283303604,-0.462653717851,1,0,1,0,0,0,1,0,0,1,1
857,1.15837415668,2.54410758865,1,1,1,0,1,0,0,0,0,1,1
858,1.61296470342,-0.130108759838,0,0,0,1,1,0,0,0,0,1,1
859,-0.432692756873,-0.271086554626,3,0,1,0,0,0,1,1,0,0,1
860,-0.129632392386,-0.503657284535,0,0,0,1,0,0,1,1,0,0,0
861,0.855313792198,-0.370656701938,0,2,0,1,0,0,1,0,0,1,0
862,-0.659988030238,-0.4210855981,0,1,0,1,0,1,0,0,0,1,0
863,1.38566943005,-0.142111312741,0,0,1,0,1,0,0,0,0,1,1
864,-0.281162574629,0.701253635196,2,8,1,0,0,0,1,0,0,1,0
865,-0.432692756873,-0.392084584319,0,0,0,1,0,1,0,0,0,1,0
866,0.93107888332,-0.392084584319,0,0,1,0,0,1,0,0,0,1,1
867,-0.205397483507,-0.375490204234,0,1,1,0,0,1,0,1,0,0,1
868,0.0976628809798,0.332859557348,0,0,0,1,1,0,0,0,0,1,0
869,-0.129632392386,-0.459753616473,0,0,0,1,0,0,1,0,0,1,0
870,-1.94799457931,-0.428175379269,1,1,0,1,0,0,1,0,0,1,1
871,-0.281162574629,-0.490769234011,0,0,0,1,0,0,1,0,0,1,0
872,1.30990433893,0.372656681858,1,1,1,0,1,0,0,0,0,1,1
873,0.249193063223,-0.546756657814,0,0,0,1,1,0,0,0,0,1,0
874,1.30990433893,-0.469420621067,0,0,0,1,0,0,1,0,0,1,0
875,-0.129632392386,-0.179410483264,0,1,1,0,0,1,0,1,0,0,1
876,-1.11457857697,-0.503738487373,0,0,1,0,0,0,1,1,0,0,1
877,-0.73575312136,-0.453067916097,0,0,0,1,0,0,1,0,0,1,0
878,-0.811518212482,-0.490769234011,0,0,0,1,0,0,1,0,0,1,0
879,-0.129632392386,-0.490769234011,0,0,0,1,0,0,1,0,0,1,0
880,1.99179015902,0.964356632413,1,0,1,0,1,0,0,1,0,0,1
881,-0.356927665751,-0.140742464891,1,0,1,0,0,1,0,0,0,1,1
882,0.249193063223,-0.490769234011,0,0,0,1,0,0,1,0,0,1,0
883,-0.584222939116,-0.440096729333,0,0,1,0,0,0,1,0,0,1,0
884,-0.129632392386,-0.440419607287,0,0,0,1,0,1,0,0,0,1,0
885,-0.356927665751,-0.507121938981,0,0,0,1,0,0,1,0,0,1,0
886,0.703783609954,-0.0803236861819,5,0,1,0,0,0,1,0,1,0,0
887,-0.205397483507,-0.392084584319,0,0,0,1,0,1,0,0,0,1,0
888,-0.811518212482,-0.0634064281434,0,0,1,0,1,0,0,0,0,1,1
889,-0.281162574629,-0.190044188317,2,1,1,0,0,0,1,0,0,1,0
890,-0.281162574629,-0.0634064281434,0,0,0,1,1,0,0,1,0,0,1
891,0.173427972102,-0.49358813255,0,0,0,1,0,0,1,0,1,0,0
